hgnc_gene	score_wo_prcnt	score_prcnt
AGBL4	0.6173737739999999	83.25076669
AGER	0.597144447	82.7435716
AGFG2	0.9517204290000001	90.06251474
AGK	0.39508846200000003	76.15003539
AGMAT	0.10848692800000001	61.90728946
AGMO	0.402364592	76.45081387
AGPAT1	0.147123112	64.11299835
AGPAT2	0.19849037100000003	67.30360934
AGPHD1	0.52918614	80.81505072
AGT	0.492370491	79.60603916
AGTR1	0.10666788199999999	61.73036093
AGTR2	0.305084559	72.22811984
AGXT	0.644875971	84.10002359
AGXT2	0.8910348509999999	89.2663364
AHCTF1	0.536328158	81.01556971
AHI1	0.455567154	78.06676103
AHSG	0.6871504759999999	85.17928757
AHSP	0.413500896	76.67492333
AIF1	0.147123112	64.11299835
AIF1L	0.547599505	81.2160887
AJAP1	0.41895304200000005	77.06416608
AK2	0.21689899	68.12927577
AKAP1	0.185543665	66.27152629999999
AKAP12	0.9148322959999999	89.54942203
AKAP4	0.6651035160000001	84.61311629999999
AKAP5	0.72761005	86.08162302
AKAP6	0.297442613	71.65015334
AKAP8	0.497836815	79.65911772
AKAP9	0.22385735899999998	68.44774711
AKNA	0.378330486	75.51899033
AKNAD1	0.828538765	88.11040340000001
AKR1A1	0.308721233	72.59966973
AKR1B10	0.37486018299999996	75.43052607
AKR1C3	0.775339069	87.13729653
AKR1E2	0.619191319	83.36282142
AKR7A2	0.7091975090000001	85.68058504
ALAS2	0.130533008	63.35810333
ALCAM	0.19849037100000003	67.30360934
ALDH16A1	0.43534448299999995	77.36494456
ALDH3A1	0.113945049	62.14319415
ALDH4A1	0.20758992699999998	67.52182118
ALDH5A1	0.398725314	76.35645199
ALG14	0.19303429600000002	66.82000472
ALG2	0.240763792	69.36777542
ALG6	0.286674996	71.49681529
ALG8	0.486911049	79.46449634
ALG9	0.507139401	80.10143902
ALKBH1	0.15257911	64.60839821
ALKBH2	0.37304193799999996	75.29488087
ALKBH3	0.396906589	76.30927105
ALLC	0.99945266	90.6935598
ALOX12	0.8010248170000001	87.65628686
ALOX15B	0.981046964	90.45765511
ALPK3	0.229465655	68.54800661
ALPPL2	0.468503535	78.79806558
ALS2CR8	0.156217551	64.82071243
ALX1	0.306902668	72.38145789
AMICA1	0.597144447	82.7435716
AMMECR1L	0.19303429600000002	66.82000472
AMOT	0.222355725	68.44184949
AMOTL2	0.804668134	87.71526303
AMPH	0.225995239	68.51851852
AMY2B	0.11030613199999999	62.00165133
AMZ1	0.258969574	69.83958481
AMZ2	0.507139401	80.10143902
ANAPC10	0.235309407	68.71903751
ANAPC11	0.25917371	70.05779665
ANAPC16	0.45759496200000005	78.16112291
ANAPC7	0.46304610799999996	78.58575136
ANG	0.237127192	68.98443029
ANGEL1	0.578735925	82.29535268
ANGPTL4	0.10848692800000001	61.90728946
ANGPTL5	0.37486018299999996	75.43052607
ANGPTL7	0.17280645	65.75843359
ANKFN1	0.600782551	82.82613824
ANKRD1	0.17280645	65.75843359
ANKRD16	0.707379532	85.62750649
ANKRD22	0.681699246	84.93158764
ANKRD23	0.128714042	63.19886766
ANKRD34B	0.33258647199999997	73.61405992
ANKRD34C	0.12325821	62.38499646
ANKRD35	0.878111845	88.89478651
ANKRD37	0.503505267	79.88912479
ANKRD45	0.659651797	84.35362114
ANKRD46	0.12507665199999998	62.738853500000005
ANKRD55	0.158037129	64.85020052
ANKRD7	0.747842143	86.47676339
ANKS4B	0.17280645	65.75843359
ANKZF1	0.606246644	82.93229535
ANO10	0.9571774190000001	90.14508139
ANO5	0.584200036	82.336636
ANO7	0.268088483	70.58858221
ANP32D	0.703746784	85.42108988
ANP32E	0.169169615	65.33380514
ANTXR2	0.573279816	82.08303845
ANXA10	0.8176166440000001	87.95116773
ANXA11	0.492370491	79.60603916
ANXA13	0.48873011200000005	79.52347252
ANXA2R	0.569646743	81.88841708
ANXA4	0.663285274	84.55414013
ANXA5	0.128714042	63.19886766
ANXA9	0.531004228	80.87992451
AOAH	0.9571774190000001	90.14508139
AOC3	0.782621089	87.25524888
AP1AR	0.327131069	73.27199811
AP3B1	0.42623145	77.29417315
AP3S1	0.391453969	75.87284737
AP5M1	0.663285274	84.55414013
APBA3	0.8910348509999999	89.2663364
APBB3	0.178263593	66.12998349
APCDD1L	0.42077167600000004	77.15852795
APH1A	0.12507665199999998	62.738853500000005
APH1B	0.527368849	80.73248408
APIP	0.68351529	85.03774475
APITD1	0.21326276	67.71644256
APMAP	0.578735925	82.29535268
APOA4	0.358272123	74.66383581
APOA5	0.41895304200000005	77.06416608
APOBEC2	0.549415813	81.38122199
APOBEC3A	0.371224249	75.12384996
APOBEC3H	0.705562627	85.52724699
APOC2	0.7698899690000001	86.95447039
APOC3	0.369407109	74.95281906
APOC4	0.815800671	87.8744987
APOD	0.77170517	87.00754895
APOF	0.72761005	86.08162302
APOH	0.9535379690000001	90.08610521
APOL2	0.19849037100000003	67.30360934
APOL5	0.887394731	89.18966737
APOM	0.12507665199999998	62.738853500000005
APOO	0.525552348	80.57914603
APTX	0.46304610799999996	78.58575136
AQP10	0.10484898599999999	61.49445624
AQP11	0.505321956	80.00707714
AQP6	0.41895304200000005	77.06416608
AQP7	0.10848692800000001	61.90728946
AQP8	0.262810045	70.43524416
ARFGAP2	0.531004228	80.87992451
ARFIP1	0.10666788199999999	61.73036093
ARGFX	0.327131069	73.27199811
ARHGAP11B	0.170987912	65.5579146
ARHGAP19	0.352813824	74.49280491
ARHGAP25	0.75875178	86.82472281
ARHGAP31	0.5878473329999999	82.35432885
ARHGAP4	0.159856957	64.91507431
ARHGEF15	0.538284722	81.08634112
ARHGEF16	0.24622139399999998	69.56829441
ARHGEF18	0.655813101	84.18848785
ARHGEF26	0.580556395	82.31304553
ARHGEF6	0.64123826	83.97617363
ARID3C	0.52918614	80.81505072
ARL11	0.703746784	85.42108988
ARL14	0.305084559	72.22811984
ARL2BP	0.12507665199999998	62.738853500000005
ARL8B	0.279402865	70.86577023
ARMC10	0.128714042	63.19886766
ARMC3	0.558509856	81.67020524
ARMC5	0.251682437	69.69214437
ARMC7	0.37304193799999996	75.29488087
ARMC9	0.248041348	69.61547535
ARMCX3	0.12507665199999998	62.738853500000005
ARMS2	0.72397987	85.91648974
ARNTL2	0.553050905	81.54635527
ARPC3	0.12507665199999998	62.738853500000005
ARPC4	0.14530485699999998	63.81221986
ARRDC1	0.112125503	62.09601321
ARRDC2	0.446457185	77.97829677
ARRDC4	0.46304610799999996	78.58575136
ARSA	0.156217551	64.82071243
ARSD	0.17644428199999998	66.07100731
ARSE	0.288494088	71.50861052
ARSF	0.358272123	74.66383581
ARSG	0.31417975600000003	72.75300778
ART3	0.218717575	68.27081859
ART4	0.92967242	89.79122435
ARV1	0.327131069	73.27199811
AS3MT	0.549415813	81.38122199
ASAH1	0.514416907	80.31375324
ASB10	0.20394914	67.45694739
ASB11	0.15257911	64.60839821
ASB12	0.485092724	79.37603208
ASB15	0.48873011200000005	79.52347252
ASB17	0.148941568	64.31941496
ASB3	0.154398214	64.73814579
ASCC1	0.795569043	87.49115357
ASCC2	0.582377763	82.32484076
ASCC3	0.130330208	63.21066289
ASCL3	0.593509966	82.51356452
ASIC3	0.248041348	69.61547535
ASIC4	0.402364592	76.45081387
ASMT	0.134171522	63.57041755
ASNSD1	0.222355725	68.44184949
ASPDH	0.681699246	84.93158764
ASPG	0.560331224	81.70559094
ASTL	0.711016566	85.72776598
ASXL1	0.17442557	65.77022883
ATAD2B	0.24622139399999998	69.56829441
ATAD3A	0.11940481900000001	62.20806794
ATF1	0.25917371	70.05779665
ATF3	0.103030231	61.2762444
ATF6	0.42259095	77.22929936
ATF6B	0.134171522	63.57041755
ATF7IP	0.473967469	78.86293937
ATG12	0.147123112	64.11299835
ATG16L1	0.150760231	64.51403633
ATG2B	0.48674322200000003	79.3819297
ATG4B	0.284856336	71.40835103
ATG5	0.103030231	61.2762444
ATIC	0.248041348	69.61547535
ATOH7	0.12507665199999998	62.738853500000005
ATOX1	0.14530485699999998	63.81221986
ATP10D	0.304886748	72.01580561
ATP1A4	0.547404288	81.13352206
ATP1B4	0.17280645	65.75843359
ATP5E	0.25735610800000003	69.83368719
ATP5I	0.191216164	66.57230479
ATP5J	0.479642105	78.95140363
ATP5J2	0.347360312	73.97381458
ATP5J2-PTCD1	0.299418187	71.70323189
ATP5L2	0.323496558	72.93583392
ATP5S	0.10484898599999999	61.49445624
ATP6AP1	0.439181676	77.69521113
ATP6AP1L	0.593509966	82.51356452
ATP6AP2	0.12689526	63.00424628
ATP6V0D2	0.130533008	63.35810333
ATP6V1G1	0.413500896	76.67492333
ATP7A	0.406006364	76.49209719
ATPBD4	0.681699246	84.93158764
ATRN	0.117584698	62.19037509
ATXN1L	0.637604436	83.77565464
ATXN3	0.283038099	71.26680821
ATXN3L	0.815800671	87.8744987
ATXN7	0.20576936699999998	67.49823071
ATXN7L1	0.174625237	65.9648502
AUP1	0.218717575	68.27081859
AURKA	0.903992902	89.39018636
AVEN	0.7973864190000001	87.53833451
AVPI1	0.415317661	76.81056853
AVPR1B	0.644875971	84.10002359
AWAT2	0.569646743	81.88841708
AXDND1	0.606246644	82.93229535
AXIN2	0.321464691	72.85326728
AZU1	0.396906589	76.30927105
B2M	0.10121160900000001	60.95777306
B3GNT3	0.52918614	80.81505072
B3GNT8	0.7330635659999999	86.27034678
B3GNTL1	0.113945049	62.14319415
B4GALNT1	0.264628794	70.5178108
B4GALNT2	0.802845857	87.69167256
B4GALNT3	0.483089098	79.05166313
B4GALT4	0.260991686	70.25831564
B4GALT5	0.194852702	67.03231894
B4GALT6	0.194852702	67.03231894
BAAT	0.707379532	85.62750649
BAG3	0.113945049	62.14319415
BANF2	0.503505267	79.88912479
BANK1	0.448277766	77.99598962
BARD1	0.935129812	89.86199575
BATF	0.191216164	66.57230479
BATF2	0.17280645	65.75843359
BBS4	0.112125503	62.09601321
BCAP29	0.17280645	65.75843359
BCAR3	0.25532515699999997	69.71573484
BCAS2	0.12507665199999998	62.738853500000005
BCAT1	0.483275131	79.25218212
BCAT2	0.174625237	65.9648502
BCDIN3D	0.128714042	63.19886766
BCHE	0.778977686	87.21396556
BCL10	0.281220278	71.07808445
BCL2A1	0.505321956	80.00707714
BCL2L12	0.8617121329999999	88.6883699
BCL2L13	0.50895761	80.20169851
BCL2L14	0.907624513	89.46685539
BCMO1	0.40418516200000004	76.48619958
BDH1	0.42077167600000004	77.15852795
BDH2	0.21689899	68.12927577
BDKRB2	0.398725314	76.35645199
BDNF	0.43736446	77.56546355
BEND2	0.6871504759999999	85.17928757
BEND4	0.240763792	69.36777542
BEST2	0.308721233	72.59966973
BEST3	0.134171522	63.57041755
BEX2	0.635788962	83.63411182
BGLAP	0.481458261	79.03986789
BHLHB9	0.284856336	71.40835103
BHMT2	0.174625237	65.9648502
BICC1	0.6026029820000001	82.87331918
BIK	0.215080721	67.91696155
BIN2	0.6871504759999999	85.17928757
BIRC5	0.7937528709999999	87.40268931
BIRC7	0.643056625	84.05284265
BLID	0.237127192	68.98443029
BLOC1S2	0.147123112	64.11299835
BLVRB	0.306902668	72.38145789
BMP15	0.595326758	82.66100495
BMP2K	0.273728691	70.74781788
BMP4	0.327131069	73.27199811
BMP5	0.352813824	74.49280491
BNC2	0.631940882	83.58103326
BNIPL	0.531004228	80.87992451
BOLA1	0.459411326	78.28497287
BOLL	0.170987912	65.5579146
BPHL	0.7294267809999999	86.17008728
BPIFA2	0.7514741140000001	86.64779429
BPIFA3	0.995816767	90.62278839
BPIFB4	0.942426495	89.89148384
BPIFC	0.88921411	89.24274593
BPNT1	0.459411326	78.28497287
BRAT1	0.769703589	86.90728946
BRCA1	0.46469541299999995	78.59754659
BRCC3	0.21326276	67.71644256
BRD7	0.35463271399999996	74.58126917
BRD8	0.159856957	64.91507431
BRDT	0.782621089	87.25524888
BRE	0.35099546600000003	74.37485256
BRK1	0.14530485699999998	63.81221986
BRP44	0.501689326	79.7888653
BRP44L	0.25735610800000003	69.83368719
BSPH1	0.501689326	79.7888653
BSPRY	0.22053648399999998	68.38287332
BST1	0.8617121329999999	88.6883699
BSX	0.170987912	65.5579146
BTBD16	0.6044243429999999	82.90280727
BTBD18	0.169169615	65.33380514
BTBD8	0.639420866	83.8995046
BTC	0.327131069	73.27199811
BTG1	0.12507665199999998	62.738853500000005
BTLA	0.813985927	87.81552253
BTN1A1	0.8414813790000001	88.35810333
BTN2A1	0.870809653	88.86529842
BTN3A1	0.531004228	80.87992451
BTN3A2	0.795569043	87.49115357
BUD13	0.778977686	87.21396556
BYSL	0.442818085	77.8544468
C10orf11	0.170987912	65.5579146
C10orf111	0.68351529	85.03774475
C10orf120	0.11030613199999999	62.00165133
C10orf128	0.681699246	84.93158764
C10orf129	0.68351529	85.03774475
C10orf25	0.5916940629999999	82.45458835
C10orf53	0.393270925	76.04977589
C10orf54	0.130533008	63.35810333
C10orf55	0.679884223	84.81363529
C10orf68	0.868987491	88.84760557
C10orf90	0.804668134	87.71526303
C10orf99	0.103030231	61.2762444
C11orf1	0.148941568	64.31941496
C11orf21	0.880130671	88.9596603
C11orf24	0.156217551	64.82071243
C11orf31	0.215080721	67.91696155
C11orf40	0.795569043	87.49115357
C11orf48	0.593509966	82.51356452
C11orf52	0.413500896	76.67492333
C11orf54	0.349177632	74.18023119
C11orf65	0.661468037	84.44208540000001
C11orf67	0.281220278	71.07808445
C11orf68	0.569646743	81.88841708
C11orf71	0.281220278	71.07808445
C11orf74	0.19303429600000002	66.82000472
C11orf80	0.10666788199999999	61.73036093
C11orf82	0.16167704300000002	64.96225525
C11orf83	0.613741468	83.06794055
C12orf10	0.777157784	87.17857985
C12orf26	0.312359769	72.71172446
C12orf43	0.262810045	70.43524416
C12orf45	0.283038099	71.26680821
C12orf49	0.194852702	67.03231894
C12orf50	0.352813824	74.49280491
C12orf52	0.485092724	79.37603208
C12orf54	0.569646743	81.88841708
C12orf59	0.349177632	74.18023119
C12orf60	0.415317661	76.81056853
C12orf65	0.12689526	63.00424628
C12orf66	0.349177632	74.18023119
C12orf69	0.948089677	89.95635763
C12orf70	0.881944684	89.02453409
C12orf71	0.661468037	84.44208540000001
C12orf73	0.834220813	88.15758434
C12orf74	0.549415813	81.38122199
C12orf75	0.12325821	62.38499646
C12orf77	0.659651797	84.35362114
C13orf35	0.503505267	79.88912479
C14orf102	0.28101649300000003	70.87756546
C14orf105	0.52918614	80.81505072
C14orf119	0.169169615	65.33380514
C14orf149	0.32894904399999997	73.41354093
C14orf177	0.459411326	78.28497287
C14orf178	0.479642105	78.95140363
C14orf182	0.501689326	79.7888653
C14orf183	0.284856336	71.40835103
C14orf2	0.301449681	71.80938901
C14orf28	0.549415813	81.38122199
C14orf37	0.428052693	77.31186601
C14orf80	0.9333092559999999	89.82661005
C15orf27	0.20030965	67.35668790000001
C15orf29	0.12507665199999998	62.738853500000005
C15orf32	0.459411326	78.28497287
C15orf39	0.7237809059999999	85.87520642
C15orf43	0.7698899690000001	86.95447039
C15orf53	0.237127192	68.98443029
C15orf54	0.749657564	86.56522765
C15orf59	0.238945317	69.20853975
C15orf62	0.501689326	79.7888653
C15orf63	0.371224249	75.12384996
C16orf3	0.32531357699999996	73.11276244
C16orf48	0.7294267809999999	86.17008728
C16orf55	0.483275131	79.25218212
C16orf57	0.194852702	67.03231894
C16orf59	0.464864541	78.69190847
C16orf72	0.237127192	68.98443029
C16orf73	0.995816767	90.62278839
C16orf79	0.9333092559999999	89.82661005
C16orf89	0.8010248170000001	87.65628686
C16orf91	0.86534717	88.80042463
C16orf92	0.237127192	68.98443029
C17orf101	0.8230720220000001	88.03963199
C17orf104	0.643056625	84.05284265
C17orf107	0.61192669	82.99716914
C17orf109	0.12325821	62.38499646
C17orf110	0.12325821	62.38499646
C17orf53	0.202129237	67.42745931
C17orf58	0.657836546	84.27105449
C17orf61	0.479642105	78.95140363
C17orf64	0.371224249	75.12384996
C17orf66	0.9792251120000001	90.42816702
C17orf67	0.613741468	83.06794055
C17orf70	0.36373543399999997	74.71101675
C17orf72	0.25735610800000003	69.83368719
C17orf74	0.668743049	84.68388771
C17orf78	0.349177632	74.18023119
C17orf79	0.103030231	61.2762444
C17orf80	0.648517637	84.14720453
C17orf85	0.32894904399999997	73.41354093
C17orf98	0.12689526	63.00424628
C17orf99	0.99218692	90.51663128
C18orf21	0.369407109	74.95281906
C18orf25	0.238945317	69.20853975
C18orf26	0.681699246	84.93158764
C18orf32	0.147123112	64.11299835
C18orf42	0.12325821	62.38499646
C18orf62	0.169169615	65.33380514
C19orf12	0.25917371	70.05779665
C19orf18	0.349177632	74.18023119
C19orf26	0.6889696359999999	85.20877565
C19orf38	0.5916940629999999	82.45458835
C19orf40	0.994001092	90.55791459999999
C19orf45	0.819433854	87.98655343
C19orf48	0.9701382390000001	90.23354565
C19orf53	0.103030231	61.2762444
C19orf71	0.926041233	89.65557915
C19orf73	0.657836546	84.27105449
C19orf76	0.301449681	71.80938901
C19orf77	0.834220813	88.15758434
C19orf80	0.659651797	84.35362114
C1D	0.147123112	64.11299835
C1GALT1C1	0.525552348	80.57914603
C1orf101	0.848762413	88.48195329
C1orf105	0.7257944159999999	85.98136353
C1orf110	0.52918614	80.81505072
C1orf111	0.41895304200000005	77.06416608
C1orf114	0.308721233	72.59966973
C1orf123	0.215080721	67.91696155
C1orf127	0.9865216259999999	90.48124558
C1orf130	0.369407109	74.95281906
C1orf131	0.705562627	85.52724699
C1orf135	0.284856336	71.40835103
C1orf141	0.8837600259999999	89.07171503
C1orf146	0.103030231	61.2762444
C1orf150	0.32531357699999996	73.11276244
C1orf168	0.824892996	88.06912008
C1orf182	0.635788962	83.63411182
C1orf185	0.567831482	81.78225997
C1orf186	0.25917371	70.05779665
C1orf192	0.413500896	76.67492333
C1orf194	0.99218692	90.51663128
C1orf198	0.194852702	67.03231894
C1orf201	0.41895304200000005	77.06416608
C1orf210	0.547599505	81.2160887
C1orf212	0.14530485699999998	63.81221986
C1orf216	0.505321956	80.00707714
C1orf227	0.169169615	65.33380514
C1orf228	0.5916940629999999	82.45458835
C1orf27	0.64123826	83.97617363
C1orf31	0.369407109	74.95281906
C1orf35	0.813985927	87.81552253
C1orf50	0.569646743	81.88841708
C1orf53	0.191216164	66.57230479
C1orf54	0.191216164	66.57230479
C1orf56	0.327131069	73.27199811
C1orf63	0.905808022	89.43736729999999
C1orf64	0.19303429600000002	66.82000472
C1orf86	0.371224249	75.12384996
C1orf88	0.3032669	72.009908
C1QTNF9	0.240763792	69.36777542
C1QTNF9B	0.597144447	82.7435716
C20orf118	0.483275131	79.25218212
C20orf141	0.415317661	76.81056853
C20orf152	0.112125503	62.09601321
C20orf166	0.815800671	87.8744987
C20orf173	0.8580823120000001	88.55862232
C20orf196	0.7937528709999999	87.40268931
C20orf197	0.103030231	61.2762444
C20orf202	0.479642105	78.95140363
C20orf72	0.68351529	85.03774475
C20orf79	0.547599505	81.2160887
C20orf85	0.61555716	83.13871196
C20orf94	0.396906589	76.30927105
C21orf33	0.218717575	68.27081859
C21orf58	0.308721233	72.59966973
C21orf7	0.19303429600000002	66.82000472
C21orf91	0.7937528709999999	87.40268931
C22orf15	0.5916940629999999	82.45458835
C22orf23	0.238945317	69.20853975
C22orf24	0.237127192	68.98443029
C22orf25	0.10666788199999999	61.73036093
C22orf29	0.396906589	76.30927105
C22orf31	0.240763792	69.36777542
C22orf46	0.43554789299999996	77.45340882
C2orf15	0.279402865	70.86577023
C2orf28	0.527368849	80.73248408
C2orf40	0.7698899690000001	86.95447039
C2orf42	0.242582624	69.45623968
C2orf43	0.8617121329999999	88.6883699
C2orf44	0.178263593	66.12998349
C2orf48	0.19303429600000002	66.82000472
C2orf49	0.571462851	81.99457419
C2orf50	0.903992902	89.39018636
C2orf51	0.551232944	81.48148148
C2orf53	0.5989630420000001	82.7789573
C2orf54	0.8010248170000001	87.65628686
C2orf66	0.147123112	64.11299835
C2orf68	0.503505267	79.88912479
C2orf69	0.391453969	75.87284737
C2orf70	0.10666788199999999	61.73036093
C2orf73	0.6173737739999999	83.25076669
C2orf76	0.657836546	84.27105449
C2orf77	0.863528995	88.74144845
C2orf80	0.77170517	87.00754895
C2orf83	0.924227736	89.61429582
C2orf88	0.323496558	72.93583392
C3orf14	0.679884223	84.81363529
C3orf15	0.872633161	88.87119604
C3orf17	0.734883636	86.29983487
C3orf24	0.238945317	69.20853975
C3orf26	0.237127192	68.98443029
C3orf32	0.532823122	80.96249115
C3orf33	0.549415813	81.38122199
C3orf35	0.994001092	90.55791459999999
C3orf36	0.926041233	89.65557915
C3orf43	0.8598965740000001	88.62349611
C3orf55	0.347360312	73.97381458
C3orf62	0.881944684	89.02453409
C3orf67	0.49054992399999997	79.54706299
C3orf70	0.637604436	83.77565464
C3orf72	0.679884223	84.81363529
C3orf75	0.148941568	64.31941496
C3orf78	0.389637587	75.75489502
C3orf79	0.545784012	81.11582921
C4BPB	0.12689526	63.00424628
C4orf17	0.7514741140000001	86.64779429
C4orf19	0.46304610799999996	78.58575136
C4orf22	0.527368849	80.73248408
C4orf26	0.9701382390000001	90.23354565
C4orf27	0.483275131	79.25218212
C4orf29	0.549415813	81.38122199
C4orf3	0.501689326	79.7888653
C4orf33	0.837848571	88.22835574
C4orf40	0.7937528709999999	87.40268931
C4orf46	0.169169615	65.33380514
C4orf47	0.791937896	87.33781552
C4orf51	0.637604436	83.77565464
C4orf52	0.167351552	65.04482189
C4orf6	0.215080721	67.91696155
C5orf15	0.194852702	67.03231894
C5orf22	0.7294267809999999	86.17008728
C5orf4	0.639420866	83.8995046
C5orf43	0.523736627	80.45529606
C5orf44	0.12689526	63.00424628
C5orf46	0.3032669	72.009908
C5orf47	0.389637587	75.75489502
C5orf49	0.815800671	87.8744987
C5orf51	0.10484898599999999	61.49445624
C5orf54	0.33258647199999997	73.61405992
C5orf55	0.902179145	89.34890304
C5orf58	0.25735610800000003	69.83368719
C5orf60	0.813985927	87.81552253
C5orf63	0.279402865	70.86577023
C5orf64	0.681699246	84.93158764
C6orf118	0.935129812	89.86199575
C6orf120	0.170987912	65.5579146
C6orf141	0.924227736	89.61429582
C6orf162	0.215080721	67.91696155
C6orf211	0.284856336	71.40835103
C6orf225	0.7680759229999999	86.88959659999999
C6orf226	0.393270925	76.04977589
C6orf228	0.12325821	62.38499646
C6orf25	0.238945317	69.20853975
C6orf47	0.994001092	90.55791459999999
C6orf48	0.169169615	65.33380514
C6orf52	0.479642105	78.95140363
C6orf57	0.569646743	81.88841708
C6orf58	0.10666788199999999	61.73036093
C6orf89	0.130533008	63.35810333
C7orf23	0.191216164	66.57230479
C7orf33	0.681699246	84.93158764
C7orf34	0.681699246	84.93158764
C7orf45	0.815800671	87.8744987
C7orf50	0.327131069	73.27199811
C7orf55	0.43554789299999996	77.45340882
C7orf62	0.35099546600000003	74.37485256
C7orf63	0.248041348	69.61547535
C7orf65	0.547599505	81.2160887
C7orf66	0.657836546	84.27105449
C7orf69	0.167351552	65.04482189
C7orf73	0.18939829800000002	66.31870724
C8B	0.558509856	81.67020524
C8G	0.19667139100000003	67.19155461
C8orf22	0.413500896	76.67492333
C8orf31	0.613741468	83.06794055
C8orf33	0.39508846200000003	76.15003539
C8orf37	0.19303429600000002	66.82000472
C8orf42	0.281220278	71.07808445
C8orf44	0.613741468	83.06794055
C8orf47	0.8176166440000001	87.95116773
C8orf58	0.775339069	87.13729653
C8orf59	0.279402865	70.86577023
C8orf74	0.308721233	72.59966973
C8orf86	0.505321956	80.00707714
C9orf100	0.8617121329999999	88.6883699
C9orf114	0.308721233	72.59966973
C9orf123	0.170987912	65.5579146
C9orf129	0.659651797	84.35362114
C9orf131	0.608069891	82.94409059
C9orf139	0.6173737739999999	83.25076669
C9orf153	0.523736627	80.45529606
C9orf16	0.14530485699999998	63.81221986
C9orf163	0.147123112	64.11299835
C9orf169	0.18939829800000002	66.31870724
C9orf170	0.237127192	68.98443029
C9orf173	0.573279816	82.08303845
C9orf37	0.12689526	63.00424628
