hgnc_gene	score_wo_prcnt	score_prcnt
ATP6AP1	0.439181676	77.69521113
ATP6AP1L	0.593509966	82.51356452
ATP6V1G1	0.413500896	76.67492333
ATP6V1G3	1.102432221	91.93205945
ATP7A	0.406006364	76.49209719
ATP8B4	1.122466798	92.11488559
ATPBD4	0.681699246	84.93158764
ATXN1L	0.637604436	83.77565464
ATXN3L	0.815800671	87.8744987
AURKA	0.903992902	89.39018636
AVEN	0.7973864190000001	87.53833451
AVPI1	0.415317661	76.81056853
AVPR1B	0.644875971	84.10002359
AVPR2	1.0876452620000001	91.8494928
AWAT2	0.569646743	81.88841708
AXDND1	0.606246644	82.93229535
AZI1	2.6883167510000003	98.8794527
B3GNT3	0.52918614	80.81505072
B3GNT4	1.065596954	91.61358811
B3GNT8	0.7330635659999999	86.27034678
B4GALNT2	0.802845857	87.69167256
B4GALNT3	0.483089098	79.05166313
BAAT	0.707379532	85.62750649
BANF2	0.503505267	79.88912479
BANK1	0.448277766	77.99598962
BARD1	0.935129812	89.86199575
BBS12	1.379742765	94.60368011
BBS9	1.050838371	91.36588818
BCAM	1.252926935	93.48313281
BCAR1	1.53037684	95.51191319
BCAS1	1.469764896	95.28190611
BCAT1	0.483275131	79.25218212
BCHE	0.778977686	87.21396556
BCL2A1	0.505321956	80.00707714
BCL2L12	0.8617121329999999	88.6883699
BCL2L13	0.50895761	80.20169851
BCL2L14	0.907624513	89.46685539
BCLAF1	1.987926294	97.63505544
BCMO1	0.40418516200000004	76.48619958
BCO2	1.690270544	96.40835103
BDH1	0.42077167600000004	77.15852795
BDNF	0.43736446	77.56546355
BDP1	2.388915264	98.48431234
BEND2	0.6871504759999999	85.17928757
BEX2	0.635788962	83.63411182
BGLAP	0.481458261	79.03986789
BICC1	0.6026029820000001	82.87331918
BIN2	0.6871504759999999	85.17928757
BIRC5	0.7937528709999999	87.40268931
BIRC7	0.643056625	84.05284265
BIRC8	1.861235856	97.16914367
BLZF1	1.284269037	93.76621845
BMP15	0.595326758	82.66100495
BMP3	1.065596954	91.61358811
BNC2	0.631940882	83.58103326
BNIPL	0.531004228	80.87992451
BOLA1	0.459411326	78.28497287
BPHL	0.7294267809999999	86.17008728
BPI	2.601812899	98.76739797
BPIFA2	0.7514741140000001	86.64779429
BPIFA3	0.995816767	90.62278839
BPIFB1	1.489991751	95.35857514
BPIFB3	1.137205722	92.32719981
BPIFB4	0.942426495	89.89148384
BPIFB6	1.067416815	91.66666667
BPIFC	0.88921411	89.24274593
BPNT1	0.459411326	78.28497287
BRAT1	0.769703589	86.90728946
BRCA1	0.46469541299999995	78.59754659
BRDT	0.782621089	87.25524888
BRP44	0.501689326	79.7888653
BSPH1	0.501689326	79.7888653
BST1	0.8617121329999999	88.6883699
BTBD16	0.6044243429999999	82.90280727
BTBD8	0.639420866	83.8995046
BTLA	0.813985927	87.81552253
BTN1A1	0.8414813790000001	88.35810333
BTN2A1	0.870809653	88.86529842
BTN2A2	2.245250033	98.19532909
BTN3A1	0.531004228	80.87992451
BTN3A2	0.795569043	87.49115357
BTNL3	1.2860853	93.80160415
BTNL8	2.513579985	98.67303609
BUD13	0.778977686	87.21396556
BYSL	0.442818085	77.8544468
BZRAP1	2.278633089	98.27199811
C10orf105	1.212680927	93.0702996
C10orf111	0.68351529	85.03774475
C10orf113	1.282454727	93.71313989
C10orf122	1.302692676	93.93724935
C10orf128	0.681699246	84.93158764
C10orf129	0.68351529	85.03774475
C10orf25	0.5916940629999999	82.45458835
C10orf55	0.679884223	84.81363529
C10orf68	0.868987491	88.84760557
C10orf71	2.588936006	98.75560274
C10orf90	0.804668134	87.71526303
C11orf16	1.600244264	95.88936070000001
C11orf21	0.880130671	88.9596603
C11orf40	0.795569043	87.49115357
C11orf48	0.593509966	82.51356452
C11orf52	0.413500896	76.67492333
C11orf65	0.661468037	84.44208540000001
C11orf68	0.569646743	81.88841708
C11orf83	0.613741468	83.06794055
C11orf88	1.1483435579999999	92.42745931
C12orf10	0.777157784	87.17857985
C12orf35	2.8464785619999997	99.11535740000001
C12orf40	1.065596954	91.61358811
C12orf42	1.5966070909999999	95.87166785
C12orf52	0.485092724	79.37603208
C12orf54	0.569646743	81.88841708
C12orf60	0.415317661	76.81056853
C12orf69	0.948089677	89.95635763
C12orf70	0.881944684	89.02453409
C12orf71	0.661468037	84.44208540000001
C12orf73	0.834220813	88.15758434
C12orf74	0.549415813	81.38122199
C12orf77	0.659651797	84.35362114
C13orf35	0.503505267	79.88912479
C14orf105	0.52918614	80.81505072
C14orf159	1.8942149430000002	97.33427695
C14orf177	0.459411326	78.28497287
C14orf178	0.479642105	78.95140363
C14orf182	0.501689326	79.7888653
C14orf28	0.549415813	81.38122199
C14orf37	0.428052693	77.31186601
C14orf38	2.127703147	97.91224345
C14orf39	1.177658736	92.77541873
C14orf45	1.418384579	94.89266336
C14orf80	0.9333092559999999	89.82661005
C15orf23	1.306318795	93.99622552
C15orf32	0.459411326	78.28497287
C15orf39	0.7237809059999999	85.87520642
C15orf40	1.038098315	91.20665251
C15orf43	0.7698899690000001	86.95447039
C15orf54	0.749657564	86.56522765
C15orf55	1.431149089	95.02241095
C15orf62	0.501689326	79.7888653
C16orf46	1.021500656	91.01792876
C16orf48	0.7294267809999999	86.17008728
C16orf55	0.483275131	79.25218212
C16orf59	0.464864541	78.69190847
C16orf71	1.405441678	94.77471102
C16orf73	0.995816767	90.62278839
C16orf78	1.1078757940000001	92.03821656
C16orf79	0.9333092559999999	89.82661005
C16orf89	0.8010248170000001	87.65628686
C16orf91	0.86534717	88.80042463
C17orf101	0.8230720220000001	88.03963199
C17orf102	1.058333711	91.42486435
C17orf104	0.643056625	84.05284265
C17orf107	0.61192669	82.99716914
C17orf58	0.657836546	84.27105449
C17orf61	0.479642105	78.95140363
C17orf66	0.9792251120000001	90.42816702
C17orf67	0.613741468	83.06794055
C17orf74	0.668743049	84.68388771
C17orf77	1.1960713809999999	92.92285916
C17orf80	0.648517637	84.14720453
C17orf97	1.15197334	92.52182118
C17orf99	0.99218692	90.51663128
C18orf26	0.681699246	84.93158764
C18orf34	1.4495406830000002	95.14626091
C19orf26	0.6889696359999999	85.20877565
C19orf38	0.5916940629999999	82.45458835
C19orf40	0.994001092	90.55791459999999
C19orf45	0.819433854	87.98655343
C19orf48	0.9701382390000001	90.23354565
C19orf57	2.0504153609999998	97.77070064
C19orf59	1.082196027	91.79641425
C19orf71	0.926041233	89.65557915
C19orf73	0.657836546	84.27105449
C19orf77	0.834220813	88.15758434
C19orf80	0.659651797	84.35362114
C1GALT1C1	0.525552348	80.57914603
C1orf101	0.848762413	88.48195329
C1orf105	0.7257944159999999	85.98136353
C1orf110	0.52918614	80.81505072
C1orf111	0.41895304200000005	77.06416608
C1orf116	2.804006769	99.05048359999999
C1orf127	0.9865216259999999	90.48124558
C1orf129	2.513579985	98.67303609
C1orf131	0.705562627	85.52724699
C1orf141	0.8837600259999999	89.07171503
C1orf158	1.216305531	93.13517339
C1orf168	0.824892996	88.06912008
C1orf173	2.043117123	97.75300778
C1orf174	1.0637787220000001	91.58410002
C1orf177	1.798708763	96.91554612
C1orf182	0.635788962	83.63411182
C1orf185	0.567831482	81.78225997
C1orf187	1.219937511	93.19414956
C1orf192	0.413500896	76.67492333
C1orf194	0.99218692	90.51663128
C1orf201	0.41895304200000005	77.06416608
C1orf210	0.547599505	81.2160887
C1orf216	0.505321956	80.00707714
C1orf228	0.5916940629999999	82.45458835
C1orf27	0.64123826	83.97617363
C1orf35	0.813985927	87.81552253
C1orf50	0.569646743	81.88841708
C1orf63	0.905808022	89.43736729999999
C1orf68	1.058333711	91.42486435
C1orf87	1.7325524140000002	96.59707478
C1orf94	1.0894649859999999	91.87308327
C1QTNF6	1.0637787220000001	91.58410002
C1QTNF9B	0.597144447	82.7435716
C20orf118	0.483275131	79.25218212
C20orf141	0.415317661	76.81056853
C20orf166	0.815800671	87.8744987
C20orf173	0.8580823120000001	88.55862232
C20orf196	0.7937528709999999	87.40268931
C20orf202	0.479642105	78.95140363
C20orf72	0.68351529	85.03774475
C20orf79	0.547599505	81.2160887
C20orf85	0.61555716	83.13871196
C21orf2	1.418384579	94.89266336
C21orf56	1.1960713809999999	92.92285916
C21orf91	0.7937528709999999	87.40268931
C22orf15	0.5916940629999999	82.45458835
C22orf42	1.039913547	91.25973107
C22orf43	1.282454727	93.71313989
C22orf46	0.43554789299999996	77.45340882
C2CD3	2.177297739	98.07737674
C2orf16	1.308035764	94.00212314
C2orf28	0.527368849	80.73248408
C2orf40	0.7698899690000001	86.95447039
C2orf43	0.8617121329999999	88.6883699
C2orf49	0.571462851	81.99457419
C2orf50	0.903992902	89.39018636
C2orf51	0.551232944	81.48148148
C2orf53	0.5989630420000001	82.7789573
C2orf54	0.8010248170000001	87.65628686
C2orf57	1.021500656	91.01792876
C2orf61	1.194256079	92.88747346
C2orf63	1.157431179	92.60438783
C2orf68	0.503505267	79.88912479
C2orf71	1.6222755219999998	96.01910828
C2orf73	0.6173737739999999	83.25076669
C2orf76	0.657836546	84.27105449
C2orf77	0.863528995	88.74144845
C2orf80	0.77170517	87.00754895
C2orf83	0.924227736	89.61429582
C3orf14	0.679884223	84.81363529
C3orf15	0.872633161	88.87119604
C3orf17	0.734883636	86.29983487
C3orf20	1.1206368740000001	92.10309035
C3orf32	0.532823122	80.96249115
C3orf33	0.549415813	81.38122199
C3orf35	0.994001092	90.55791459999999
C3orf36	0.926041233	89.65557915
C3orf43	0.8598965740000001	88.62349611
C3orf52	1.24016994	93.34748762
C3orf62	0.881944684	89.02453409
C3orf67	0.49054992399999997	79.54706299
C3orf70	0.637604436	83.77565464
C3orf72	0.679884223	84.81363529
C3orf79	0.545784012	81.11582921
C4BPA	1.17583962	92.75182826
C4orf17	0.7514741140000001	86.64779429
C4orf19	0.46304610799999996	78.58575136
C4orf22	0.527368849	80.73248408
C4orf26	0.9701382390000001	90.23354565
C4orf27	0.483275131	79.25218212
C4orf29	0.549415813	81.38122199
C4orf3	0.501689326	79.7888653
C4orf33	0.837848571	88.22835574
C4orf36	1.058333711	91.42486435
C4orf37	1.221756288	93.21184242
C4orf40	0.7937528709999999	87.40268931
C4orf45	1.526824688	95.50011795
C4orf47	0.791937896	87.33781552
C4orf51	0.637604436	83.77565464
C5orf20	1.396334339	94.70393961
C5orf22	0.7294267809999999	86.17008728
C5orf4	0.639420866	83.8995046
C5orf43	0.523736627	80.45529606
C5orf45	1.1078757940000001	92.03821656
C5orf49	0.815800671	87.8744987
C5orf52	1.0124233329999999	90.829205
C5orf55	0.902179145	89.34890304
C5orf60	0.813985927	87.81552253
C5orf64	0.681699246	84.93158764
C6	1.319073185	94.07289455
C6orf118	0.935129812	89.86199575
C6orf141	0.924227736	89.61429582
C6orf15	1.752786166	96.68553904
C6orf163	1.102432221	91.93205945
C6orf165	2.1110973680000003	97.89455059999999
C6orf170	1.697582556	96.43194150000001
C6orf195	1.060147109	91.46614768
C6orf201	1.414757139	94.83958481
C6orf223	1.550689283	95.62396792
C6orf225	0.7680759229999999	86.88959659999999
C6orf47	0.994001092	90.55791459999999
C6orf52	0.479642105	78.95140363
C6orf57	0.569646743	81.88841708
C6orf70	1.42749112	94.99292286
C7orf29	1.150157577	92.46874263
C7orf31	1.3154189809999999	94.0552017
C7orf33	0.681699246	84.93158764
C7orf34	0.681699246	84.93158764
C7orf45	0.815800671	87.8744987
C7orf55	0.43554789299999996	77.45340882
C7orf57	1.039913547	91.25973107
C7orf65	0.547599505	81.2160887
C7orf66	0.657836546	84.27105449
C7orf71	1.146531275	92.39797122
C7orf72	1.170393003	92.68105685
C8A	1.581840753	95.7891012
C8B	0.558509856	81.67020524
C8orf22	0.413500896	76.67492333
C8orf31	0.613741468	83.06794055
C8orf44	0.613741468	83.06794055
C8orf47	0.8176166440000001	87.95116773
C8orf48	1.991751729	97.64685067
C8orf58	0.775339069	87.13729653
C8orf86	0.505321956	80.00707714
C9	1.4458917530000002	95.12267044
C9orf100	0.8617121329999999	88.6883699
C9orf129	0.659651797	84.35362114
C9orf131	0.608069891	82.94409059
C9orf139	0.6173737739999999	83.25076669
C9orf153	0.523736627	80.45529606
C9orf173	0.573279816	82.08303845
C9orf43	1.442251694	95.08138712
C9orf57	0.635788962	83.63411182
C9orf64	0.7294267809999999	86.17008728
C9orf84	2.500707945	98.64944562
C9orf96	0.6723867029999999	84.73696627
CA1	0.571462851	81.99457419
CA13	0.637604436	83.77565464
CA6	0.773521534	87.06062751
CABP5	1.216305531	93.13517339
CACNA2D4	0.927698756	89.66147676
CAGE1	1.021500656	91.01792876
CALCA	0.905808022	89.43736729999999
CALCOCO1	0.9571774190000001	90.14508139
CALCOCO2	0.6173737739999999	83.25076669
CALD1	1.46612072	95.25241802
CALML5	0.637604436	83.77565464
CAND2	1.526690916	95.49422033
CAPG	0.50895761	80.20169851
CAPN11	0.780798785	87.24345364
CAPN14	2.664347924	98.84406700000001
CAPN2	0.7164803000000001	85.82802548
CAPN9	1.1206368740000001	92.10309035
CAPNS2	0.791937896	87.33781552
CAPS	0.464864541	78.69190847
CARD14	0.885436112	89.07761264
CARD17	1.23654218	93.29440906
CARD6	1.785787059	96.86836518
CARD8	1.179479654	92.79311158
CARKD	0.755110637	86.7539514
CASC5	1.6461790580000002	96.19013918
CASP1	0.44099954799999996	77.79547063
CASP5	1.199707453	92.98183534
CASP7	0.619191319	83.36282142
CASP9	0.821252311	88.01604152
CASQ1	0.597144447	82.7435716
CAST	0.714657953	85.81623024
CATSPER2	0.911261639	89.50813871
CATSPER3	0.845119304	88.4170795
CATSPER4	0.402364592	76.45081387
CATSPERD	1.897880003	97.34607219
CAV3	0.439181676	77.69521113
CBLC	0.9976339540000001	90.65227648
CBR3	0.46122837200000005	78.46190139
CBY3	0.7460278440000001	86.40599198
CC2D1A	1.4531985530000002	95.15805615
CCBP2	0.464864541	78.69190847
CCDC102B	1.822581424	97.02170323
CCDC105	1.5304538330000002	95.52960604
CCDC111	0.510776592	80.23708422
CCDC114	1.42749112	94.99292286
CCDC116	2.627531447	98.79688606
CCDC125	0.885576705	89.14248644
CCDC129	1.83172441	97.03939608
CCDC13	0.868987491	88.84760557
CCDC135	0.7237809059999999	85.87520642
CCDC137	1.0637787220000001	91.58410002
CCDC142	1.2015282379999999	93.00542581
CCDC144NL	1.26585432	93.59518754
CCDC146	0.6723867029999999	84.73696627
CCDC148	1.001272896	90.72304789
CCDC151	0.821252311	88.01604152
CCDC153	0.705562627	85.52724699
CCDC164	0.8965053340000001	89.30761972
CCDC169	0.880130671	88.9596603
CCDC169-SOHLH2	0.553050905	81.54635527
CCDC170	1.359517207	94.45034206
CCDC22	0.7091975090000001	85.68058504
CCDC27	2.627531447	98.79688606
CCDC30	0.42441087200000005	77.25878745
CCDC33	1.139030387	92.34489266
CCDC34	1.106059595	91.985138
CCDC37	1.339294051	94.29700401
CCDC38	0.446457185	77.97829677
CCDC39	1.249272484	93.46543996
CCDC40	1.8868936580000002	97.28119840000001
CCDC42	0.731244617	86.21137061
CCDC50	1.264035907	93.58339231
CCDC54	1.128108522	92.19155461
CCDC59	1.060147109	91.46614768
CCDC60	0.714657953	85.81623024
CCDC61	0.6889696359999999	85.20877565
CCDC62	0.578735925	82.29535268
CCDC63	0.780798785	87.24345364
CCDC65	1.399970837	94.72753008
CCDC66	0.808316435	87.73295589
CCDC67	1.377921151	94.56829441
CCDC68	0.52918614	80.81505072
CCDC69	0.7973864190000001	87.53833451
CCDC74A	1.844633838	97.09837226
CCDC74B	0.9130822909999999	89.54352442
CCDC77	0.6228292320000001	83.47487615
CCDC78	1.4238419580000001	94.96933239
CCDC8	1.444070618	95.09318235
CCDC81	1.155610133	92.59259259
CCDC82	0.821252311	88.01604152
CCDC83	1.1299245070000001	92.23283793
CCDC86	0.707379532	85.62750649
CCDC88C	1.142713576	92.38027837
CCDC90B	0.549415813	81.38122199
CCDC91	1.039913547	91.25973107
CCDC99	1.247448154	93.43595188
CCL14	0.569646743	81.88841708
CCL17	0.43554789299999996	77.45340882
CCL24	0.902179145	89.34890304
CCL25	1.038098315	91.20665251
CCL26	0.523736627	80.45529606
CCL8	0.703746784	85.42108988
CCNO	0.483275131	79.25218212
CCPG1	0.6026029820000001	82.87331918
CCR1	0.551232944	81.48148148
CCR3	0.885576705	89.14248644
CCR5	0.48873011200000005	79.52347252
CCR9	0.46122837200000005	78.46190139
CCRL1	0.527368849	80.73248408
CCRL2	1.264035907	93.58339231
CCZ1B	0.881944684	89.02453409
CD101	1.679203534	96.34347724
CD200	0.483275131	79.25218212
CD200R1	0.8176166440000001	87.95116773
CD226	1.128108522	92.19155461
CD276	0.450099045	78.01958009
CD300E	0.661468037	84.44208540000001
CD33	2.2893615990000002	98.30738382
CD3EAP	1.7325524140000002	96.59707478
CD3G	0.525552348	80.57914603
CD4	0.575097644	82.1656051
CD46	0.439181676	77.69521113
CD48	0.52918614	80.81505072
CD5	0.8010248170000001	87.65628686
CD52	0.72397987	85.91648974
CD58	0.61555716	83.13871196
CD6	0.821252311	88.01604152
CD68	0.46304610799999996	78.58575136
CD7	0.551232944	81.48148148
CD80	0.61555716	83.13871196
CD83	0.43736446	77.56546355
CD86	0.705562627	85.52724699
CD8B	1.5488761690000001	95.60037745
CD99	0.8598965740000001	88.62349611
CDC20B	0.9333092559999999	89.82661005
CDCA2	1.032445072	91.12408587
CDH19	1.401792296	94.75112055
CDH26	0.920379023	89.57891012
CDHR2	0.957091004	90.1155933
CDK5RAP3	0.6228292320000001	83.47487615
CDKL1	0.595326758	82.66100495
CDKN1A	0.46122837200000005	78.46190139
CDKN2A	0.7257944159999999	85.98136353
CDON	0.835845825	88.16348195
CDPF1	0.657836546	84.27105449
CDRT1	0.8469402070000001	88.47605567
CDS1	0.483275131	79.25218212
CDSN	2.109277534	97.88865298
CDT1	1.18495331	92.84029252
CEACAM18	1.399970837	94.72753008
CEACAM21	1.0840107909999999	91.8141071
CEACAM3	0.41713504	76.95800896
CEACAM4	1.0178651	90.91766926
CEACAM5	1.918098272	97.44043406
CEACAM7	0.973768544	90.33970276
CELA1	0.485092724	79.37603208
CELA3B	1.7325524140000002	96.59707478
CENPC1	1.3356440809999999	94.24982307
CENPJ	0.832189686	88.12809625
CENPN	1.1299245070000001	92.23283793
CENPP	0.44099954799999996	77.79547063
CENPQ	0.703746784	85.42108988
CENPT	1.287903524	93.83698986
CENPW	0.501689326	79.7888653
CEP135	0.43352049600000003	77.34725171
CEP152	0.9717947029999999	90.23944326
CEP192	1.4936753969999998	95.37037037
CEP41	0.551232944	81.48148148
CEP44	1.330184494	94.17315405
CEP55	1.6186585059999998	95.99551781
CEP57L1	0.973768544	90.33970276
CEP68	0.7183037609999999	85.85161595
CEP85L	0.8469402070000001	88.47605567
